"Product_ID","Word","MeanFreq"
"68Kesselchips","Schale",3.51676112586574e-06
"68Kesselchips","gebacken",8.13558983736584e-07
"68Kesselchips","kross",2.13981570240662e-08
"68Kesselchips","knusprig",1.36671836514779e-07
"68Kesselchips","Kessel",2.56841076406999e-06
"68Kesselchips","gebacken",8.13558983736584e-07
"68Kesselchips","salt",1.49160708673435e-07
"68Kesselchips","vinegar",8.11171263492838e-09
"68Kesselchips","Sonnenblumenöl",1.0863067601008e-07
"68Kesselchips","Kartoffelchips",1.46123653621544e-07
"68Kesselchips","Schale",3.51676112586574e-06
"68Kesselchips","gebacken",8.13558983736584e-07
"68Kesselchips","Salz",5.14545513397024e-06
"68Kesselchips","Essiggeschmack",1.88175963700132e-09
"68Kesselchips","unsere",0.000130596454255283
"68Kesselchips","Zufriedenheitsgarantie",2.28381162870051e-08
"68Kesselchips","Qualität",0.000105264836747665
"68Kesselchips","garantiert",1.28660035443318e-05
"68Kesselchips","Geheimnis",1.33653893499286e-05
"68Kesselchips","unserer",0.000123507707030512
"68Kesselchips","knusprigen",4.92542984176225e-08
"68Kesselchips","liegt",0.000262698333244771
"68Kesselchips","Herstellungsverfahren",5.73674384440892e-07
"68Kesselchips","unsere",0.000130596454255283
"68Kesselchips","Chips",2.79377741208009e-06
"68Kesselchips","ausgesuchte",6.26664530045673e-07
"68Kesselchips","Kartoffeln",4.37649123341544e-06
"68Kesselchips","verwendet",0.000119299053039867
"68Kesselchips","inklusive",1.15680577437161e-05
"68Kesselchips","Schale",3.51676112586574e-06
"68Kesselchips","besonders",0.000241139445279259
"68Kesselchips","dick",4.17579587974615e-06
"68Kesselchips","geschnitten",2.7962647664026e-06
"68Kesselchips","Kessel",2.56841076406999e-06
"68Kesselchips","backen",9.89819312735563e-07
"68Kesselchips","ausschließlich",8.27369658509269e-05
"68Kesselchips","Sonnenblumenöl",1.0863067601008e-07
"68Kesselchips","Hand",0.000138429153594188
"68Kesselchips","gerührt",1.62392382208054e-06
"68Kesselchips","unvergleichliche",4.8936479402073e-07
"68Kesselchips","Geschmack",1.14110548565804e-05
"68Kesselchips","kommt",0.000290859170490876
"68Kesselchips","feine",3.94202743336791e-06
"68Kesselchips","Würzung",1.08487587802131e-08
"68Kesselchips","besonderer",3.73807324649533e-05
"68Kesselchips","Genuss",7.83020050221239e-06
"68Kesselchips","wertvollem",1.46523092325879e-07
"68Kesselchips","Sonnenblumenöl",1.0863067601008e-07
"68Kesselchips","legt",4.21956247009803e-05
"68Kesselchips","Produkten",2.61470859186375e-05
"68Kesselchips","Wert",0.000162653770530596
"68Kesselchips","ausgesuchte",6.26664530045673e-07
"68Kesselchips","Zutaten",2.60936872109596e-06
"68Kesselchips","regelmäßig",5.30714714841451e-05
"68Kesselchips","kontrolliert",1.59706651174929e-05
"68Kesselchips","Herstellung",3.72673093806952e-05
"68Kesselchips","Sonnenblumenöl",1.0863067601008e-07
"68Kesselchips","eingesetzt",7.97050779510755e-05
"68Kesselchips","Natur",0.000130328662635293
"68Kesselchips","reich",9.98945051833289e-06
"68Kesselchips","ungesättigten",3.79237533820742e-07
"68Kesselchips","Fettsäuren",1.91973924756894e-06
